symbol,name,exchange,type
ZYXI,Zynex  Inc.,NASDAQ Global Select,stock
PIII,P3 Health Partners Inc.,NASDAQ Capital Market,stock
VBTX,Veritex Holdings  Inc.,NASDAQ Global Market,stock
EBTC,Enterprise Bancorp  Inc.,NASDAQ Global Select,stock
CELZ,Creative Medical Technology Holdings  Inc.,NASDAQ Capital Market,stock
TVTX,Travere Therapeutics  Inc.,NASDAQ Global Market,stock
ZYME,Zymeworks Inc.,New York Stock Exchange,stock
EMBC,Embecta Corp.,NASDAQ Global Select,stock
STOK,Stoke Therapeutics  Inc.,NASDAQ Global Select,stock
VEEE,Twin Vee Powercats Co.,NASDAQ Capital Market,stock
ZBAI,ATIF Holdings Ltd.,NASDAQ Global Market,stock
PAA,Plains All American Pipeline  L.P.,NASDAQ Global Select,stock
ICG,Intchains Group Limited,NASDAQ Capital Market,stock
TCRT,Alaunos Therapeutics  Inc.,NASDAQ Global Select,stock
SOBR,SOBR Safe  Inc.,NASDAQ Capital Market,stock
HCP,HashiCorp  Inc.,NASDAQ Global Select,stock
OM,Outset Medical  Inc.,NASDAQ Global Select,stock
VYGR,Voyager Therapeutics  Inc.,NASDAQ Global Select,stock
DTST,Data Storage Corporation,NASDAQ Capital Market,stock
NWFL,Norwood Financial Corp.,NASDAQ Global Market,stock
PPC,Pilgrim's Pride Corporation,NASDAQ Global Select,stock
AVNW,Aviat Networks  Inc.,NASDAQ Global Select,stock
CDNA,CareDx  Inc,NASDAQ Global Market,stock
CACC,Credit Acceptance Corporation,NASDAQ Global Select,stock
OSRH,OSR Holdings  Inc.,NASDAQ Global Market,stock
CCBG,Capital City Bank Group  Inc.,NASDAQ Global Select,stock
PONY,Pony AI Inc. American Depositary Shares,NASDAQ Global Select,stock
RYTM,Rhythm Pharmaceuticals  Inc.,NASDAQ Global Market,stock
LIN,Linde plc,NASDAQ Global Select,stock
VERI,Veritone  Inc.,NASDAQ Global Market,stock
WHF,WhiteHorse Finance  Inc.,NASDAQ Global Select,stock
GTLB,GitLab Inc.,NASDAQ Global Select,stock
OSBC,Old Second Bancorp  Inc.,NASDAQ Global Select,stock
CMPO,CompoSecure  Inc.,NASDAQ Global Market,stock
DAKT,Daktronics  Inc.,NASDAQ Global Select,stock
XHLD,TEN Holdings  Inc. Common Stock,NASDAQ Global Select,stock
NVMI,Nova Ltd.,NASDAQ Global Select,stock
FFIN,First Financial Bankshares  Inc.,NASDAQ Global Select,stock
CDRO,Codere Online Luxembourg  S.A.,NASDAQ Capital Market,stock
REFI,Chicago Atlantic Real Estate Finance  Inc.,NASDAQ Global Market,stock
OCGN,Ocugen  Inc.,NASDAQ Capital Market,stock
BMEA,Biomea Fusion  Inc.,NASDAQ Global Select,stock
BZ,Kanzhun Limited,NASDAQ Global Select,stock
ABAT,American Battery Technology Company Common Stock,NASDAQ,stock
AGFY,Agrify Corporation,NASDAQ Capital Market,stock
VNDA,Vanda Pharmaceuticals Inc.,NASDAQ Global Market,stock
ECOR,electroCore  Inc.,NASDAQ Capital Market,stock
INO,Inovio Pharmaceuticals  Inc.,NASDAQ Global Select,stock
PMVP,PMV Pharmaceuticals  Inc.,NASDAQ Global Select,stock
PFC,Premier Financial Corp.,NASDAQ Global Select,stock
WCT,Wellchange Holdings Co Ltd,NASDAQ Global Select,stock
ONC,BeiGene  Ltd.,NASDAQ Global Market,stock
NVDA,NVIDIA Corporation,NASDAQ Global Select,stock
WOK,WORK Medical Technology Group LTD,NASDAQ Global Select,stock
UPLD,Upland Software  Inc.,NASDAQ Global Market,stock
VITL,Vital Farms  Inc.,NASDAQ Global Market,stock
QDEL,QuidelOrtho Corporation,NASDAQ Global Select,stock
HYPR,Hyperfine  Inc.,NASDAQ Global Market,stock
CAC,Camden National Corporation,NASDAQ Global Select,stock
XERS,Xeris Biopharma Holdings  Inc.,NASDAQ Global Select,stock
BFST,Business First Bancshares  Inc.,NASDAQ Global Select,stock
NXPI,NXP Semiconductors N.V.,NASDAQ Global Select,stock
SLRX,Salarius Pharmaceuticals  Inc.,NASDAQ Capital Market,stock
WCC,WESCO International  Inc.,New York Stock Exchange,stock
WST,West Pharmaceutical Services  Inc.,New York Stock Exchange,stock
VRA,Vera Bradley  Inc.,NASDAQ Global Select,stock
XMTR,Xometry  Inc.,NASDAQ Global Select,stock
TCRX,TScan Therapeutics  Inc.,NASDAQ Global Market,stock
PAYS,PaySign  Inc.,NASDAQ Capital Market,stock
KLAC,KLA Corporation,NASDAQ Global Select,stock
SYRE,Spyre Therapeutics  Inc.,NASDAQ Capital Market,stock
INVZ,Innoviz Technologies Ltd.,NASDAQ Capital Market,stock
ACGL,Arch Capital Group Ltd.,NASDAQ Global Select,stock
LSAK,Lesaka Technologies  Inc.,NASDAQ Global Select,stock
MESA,Mesa Air Group  Inc.,NASDAQ Global Select,stock
MOVE,Movano Inc.,NASDAQ Capital Market,stock
TRMD,TORM plc,NASDAQ Global Select,stock
CSLR,Complete Solaria  Inc.,NASDAQ Global Market,stock
AIEV,Thunder Power Holdings  Inc.,NASDAQ Global Market,stock
DGII,Digi International Inc.,NASDAQ Global Select,stock
CYN,Cyngn Inc.,NASDAQ Capital Market,stock
LOCO,El Pollo Loco Holdings  Inc.,NASDAQ Global Select,stock
BRAG,Bragg Gaming Group Inc.,NASDAQ Global Select,stock
ACAD,ACADIA Pharmaceuticals Inc.,NASDAQ Global Select,stock
GEHC,GE HealthCare Technologies Inc.,NASDAQ Global Select,stock
BLZE,Backblaze  Inc.,NASDAQ Global Market,stock
MATH,Metalpha Technology Holding Limited,NASDAQ Capital Market,stock
MNST,Monster Beverage Corporation,NASDAQ Global Select,stock
HOLO,MicroCloud Hologram Inc.,NASDAQ Capital Market,stock
LRMR,Larimar Therapeutics  Inc.,NASDAQ Global Market,stock
CPSS,Consumer Portfolio Services  Inc.,NASDAQ Global Market,stock
SLP,Simulations Plus  Inc.,NASDAQ Global Select,stock
DIBS,1stdibs.Com  Inc.,NASDAQ Global Market,stock
GREE,Greenidge Generation Holdings Inc.,NASDAQ Global Select,stock
IESC,IES Holdings  Inc.,NASDAQ Global Market,stock
OCS,Oculis Holding AG,NASDAQ Global Market,stock
AZ,A2Z Smart Technologies Corp.,NASDAQ Capital Market,stock
NATH,Nathan's Famous  Inc.,NASDAQ Global Select,stock
ERNA,Eterna Therapeutics Inc.,NASDAQ Global Market,stock
SMX,SMX (Security Matters) Public Limited Company,NASDAQ Global Market,stock
ZD,Ziff Davis  Inc.,NASDAQ Global Select,stock
TMUS,T-Mobile US  Inc.,NASDAQ Global Select,stock
SFNC,Simmons First National Corporation,NASDAQ Global Select,stock
CIGI,Colliers International Group Inc.,NASDAQ Global Select,stock
EBS,Emergent BioSolutions Inc.,New York Stock Exchange,stock
LTBR,Lightbridge Corporation,NASDAQ Capital Market,stock
FPAY,FlexShopper  Inc.,NASDAQ Capital Market,stock
GEOS,Geospace Technologies Corporation,NASDAQ Global Select,stock
SLDP,Solid Power  Inc.,NASDAQ Global Select,stock
CERS,Cerus Corporation,NASDAQ Global Market,stock
BHF,Brighthouse Financial  Inc.,NASDAQ Global Select,stock
SNGX,Soligenix  Inc.,NASDAQ Capital Market,stock
STRO,Sutro Biopharma  Inc.,NASDAQ Global Market,stock
SRTS,Sensus Healthcare  Inc.,NASDAQ Capital Market,stock
ZJK,ZJK Industrial Co.  Ltd.,NASDAQ Global Select,stock
GYRE,Gyre Therapeutics  Inc.,NASDAQ Capital Market,stock
SNDKV,Sandisk Corporation,NASDAQ Global Market,stock
VBNK,VersaBank,NASDAQ Global Select,stock
NTRB,Nutriband Inc.,NASDAQ Capital Market,stock
FARM,Farmer Bros. Co.,NASDAQ Global Select,stock
WTBA,West Bancorporation  Inc.,NASDAQ Global Select,stock
RPTX,Repare Therapeutics Inc.,NASDAQ Global Select,stock
TXN,Texas Instruments Incorporated,NASDAQ Global Select,stock
WTO,UTime Limited,NASDAQ Capital Market,stock
INBX,Inhibrx Biosciences  Inc.,NASDAQ Global Market,stock
BOOM,DMC Global Inc.,NASDAQ Global Select,stock
CLOV,Clover Health Investments  Corp.,NASDAQ Global Select,stock
NIVF,NewGenIvf Group Limited,NASDAQ Global Market,stock
HFWA,Heritage Financial Corporation,NASDAQ Global Select,stock
SONO,Sonos  Inc.,NASDAQ Global Select,stock
KVHI,KVH Industries  Inc.,NASDAQ Global Select,stock
DCTH,Delcath Systems  Inc.,NASDAQ Capital Market,stock
RGCO,RGC Resources  Inc.,NASDAQ Global Market,stock
EXK,Endeavour Silver Corp.,New York Stock Exchange,stock
IMMX,Immix Biopharma  Inc.,NASDAQ Capital Market,stock
ROST,Ross Stores  Inc.,NASDAQ Global Select,stock
FLNC,Fluence Energy  Inc.,NASDAQ Global Select,stock
EXLS,ExlService Holdings  Inc.,NASDAQ Global Select,stock
CAPR,Capricor Therapeutics  Inc.,NASDAQ Capital Market,stock
BSY,Bentley Systems  Incorporated,NASDAQ Global Select,stock
GRPN,Groupon  Inc.,NASDAQ Global Select,stock
LCNB,LCNB Corp.,NASDAQ Capital Market,stock
WLGS,WANG & LEE GROUP  Inc.,NASDAQ Capital Market,stock
CDNS,Cadence Design Systems  Inc.,NASDAQ Global Select,stock
NITO,N2OFF  Inc.,NASDAQ Capital Market,stock
BENF,Beneficient,NASDAQ Global Market,stock
MGPI,MGP Ingredients  Inc.,NASDAQ Global Select,stock
OPAL,OPAL Fuels Inc.,NASDAQ Capital Market,stock
NSSC,Napco Security Technologies  Inc.,NASDAQ Global Select,stock
STAI,ScanTech AI Systems Inc.,NASDAQ Global Market,stock
SAIC,Science Applications International Corporation,New York Stock Exchange,stock
BRKR,Bruker Corporation,NASDAQ Global Select,stock
AMSC,American Superconductor Corporation,NASDAQ Global Select,stock
IMMR,Immersion Corporation,NASDAQ Global Select,stock
OSPN,OneSpan Inc.,NASDAQ Capital Market,stock
PROF,Profound Medical Corp.,NASDAQ Capital Market,stock
PZZA,Papa John's International  Inc.,NASDAQ Global Select,stock
MSFT,Microsoft Corporation,NASDAQ Global Select,stock
WKHS,Workhorse Group Inc.,NASDAQ Capital Market,stock
XPON,Expion360 Inc.,NASDAQ Capital Market,stock
BTCS,BTCS Inc.,NASDAQ Capital Market,stock
DCGO,DocGo Inc.,NASDAQ Capital Market,stock
ISPR,Ispire Technology Inc.,NASDAQ Capital Market,stock
BMRC,Bank of Marin Bancorp,NASDAQ Capital Market,stock
SCPH,scPharmaceuticals Inc.,NASDAQ Global Select,stock
WGS,GeneDx Holdings Corp.,NASDAQ Global Market,stock
LOPE,Grand Canyon Education  Inc.,NASDAQ Global Select,stock
OTLY,Oatly Group AB,NASDAQ Global Select,stock
MYGN,Myriad Genetics  Inc.,NASDAQ Global Select,stock
PAHC,Phibro Animal Health Corporation,NASDAQ Global Market,stock
TTMI,TTM Technologies  Inc.,NASDAQ Global Select,stock
MYNZ,Mainz Biomed B.V.,NASDAQ Capital Market,stock
BBNX,Beta Bionics  Inc. Common Stock,NASDAQ Global Market,stock
LNW,Light & Wonder  Inc.,NASDAQ Global Select,stock
PNFP,Pinnacle Financial Partners  Inc.,NASDAQ Global Select,stock
BATRK,The Liberty Braves Group,NASDAQ Global Select,stock
SRCE,1st Source Corporation,NASDAQ Global Select,stock
SATS,EchoStar Corporation,NASDAQ Global Select,stock
VIR,Vir Biotechnology  Inc.,NASDAQ Global Select,stock
RKLB,Rocket Lab USA  Inc.,NASDAQ Capital Market,stock
RUSHB,Rush Enterprises  Inc.,NASDAQ Global Select,stock
RETO,ReTo Eco-Solutions  Inc.,NASDAQ Capital Market,stock
BFRG,Bullfrog AI Holdings  Inc. Common Stock,NASDAQ,stock
GDYN,Grid Dynamics Holdings  Inc.,NASDAQ Capital Market,stock
TNC,Tennant Company,New York Stock Exchange,stock
TGTX,TG Therapeutics  Inc.,NASDAQ Capital Market,stock
TSBK,Timberland Bancorp  Inc.,NASDAQ Global Market,stock
BBSI,Barrett Business Services  Inc.,NASDAQ Global Select,stock
BNTC,Benitec Biopharma Inc.,NASDAQ Capital Market,stock
PLAB,Photronics  Inc.,NASDAQ Global Select,stock
GNSS,Genasys Inc.,NASDAQ Capital Market,stock
AFMD,Affimed N.V.,NASDAQ Global Market,stock
DMRC,Digimarc Corporation,NASDAQ Global Select,stock
TRMK,Trustmark Corporation,NASDAQ Global Select,stock
KXIN,Kaixin Auto Holdings,NASDAQ Capital Market,stock
WSC,WillScot Holdings Corporation,NASDAQ Capital Market,stock
MESO,Mesoblast Limited,NASDAQ Global Select,stock
ATXI,Avenue Therapeutics  Inc.,NASDAQ Capital Market,stock
LXRX,Lexicon Pharmaceuticals  Inc.,NASDAQ Global Select,stock
WRD,WeRide Inc.,NASDAQ,stock
XOS,Xos  Inc.,NASDAQ Global Market,stock
ATPC,Agape ATP Corporation,NASDAQ Capital Market,stock
SCYX,SCYNEXIS  Inc.,NASDAQ Global Market,stock
SMLR,Semler Scientific  Inc.,NASDAQ Capital Market,stock
LAKE,Lakeland Industries  Inc.,NASDAQ Global Market,stock
MIST,Milestone Pharmaceuticals Inc.,NASDAQ Global Select,stock
UNB,Union Bankshares  Inc.,NASDAQ Global Market,stock
CZR,Caesars Entertainment  Inc.,NASDAQ Global Select,stock
WF,Woori Financial Group Inc.,New York Stock Exchange,stock
BLNK,Blink Charging Co.,NASDAQ Capital Market,stock
FTFT,Future FinTech Group Inc.,NASDAQ Capital Market,stock
CLNN,Clene Inc.,NASDAQ Capital Market,stock
ADBE,Adobe Inc.,NASDAQ Global Select,stock
ADUS,Addus HomeCare Corporation,NASDAQ Global Select,stock
MNPR,Monopar Therapeutics Inc.,NASDAQ Capital Market,stock
RAIN,Rain Enhancement Technologies Holdco Inc,NASDAQ Global Select,stock
AGRI,AgriFORCE Growing Systems Ltd.,NASDAQ Capital Market,stock
OSS,One Stop Systems  Inc.,NASDAQ Capital Market,stock
GSBC,Great Southern Bancorp  Inc.,NASDAQ Global Select,stock
GXAI,Gaxos.ai Inc.,NASDAQ Capital Market,stock
X,United States Steel Corporation,New York Stock Exchange,stock
NWL,Newell Brands Inc.,NASDAQ Global Select,stock
BHFAN,Brighthouse Financial  Inc.,NASDAQ Global Select,stock
CWST,Casella Waste Systems  Inc.,NASDAQ Global Select,stock
IPGP,IPG Photonics Corporation,NASDAQ Global Select,stock
NAUT,Nautilus Biotechnology  Inc.,NASDAQ Global Select,stock
PYPL,PayPal Holdings  Inc.,NASDAQ Global Select,stock
HYFM,Hydrofarm Holdings Group  Inc.,NASDAQ Global Select,stock
IRDM,Iridium Communications Inc.,NASDAQ Global Select,stock
RMTI,Rockwell Medical  Inc.,NASDAQ Capital Market,stock
VVOS,Vivos Therapeutics  Inc.,NASDAQ Capital Market,stock
APTO,Aptose Biosciences Inc.,NASDAQ Capital Market,stock
TBNK,Territorial Bancorp Inc.,NASDAQ Global Select,stock
OPRT,Oportun Financial Corporation,NASDAQ Global Select,stock
MNMD,Mind Medicine (MindMed) Inc.,NASDAQ Capital Market,stock
SAMG,Silvercrest Asset Management Group Inc.,NASDAQ Global Market,stock
DJCO,Daily Journal Corporation,NASDAQ Capital Market,stock
ACON,Aclarion  Inc.,NASDAQ Capital Market,stock
CHSCM,CHS Inc.,NASDAQ Global Select,stock
DMAC,DiaMedica Therapeutics Inc.,NASDAQ Capital Market,stock
ANY,Sphere 3D Corp.,NASDAQ Capital Market,stock
RGTI,Rigetti Computing  Inc.,NASDAQ Capital Market,stock
LNSR,LENSAR  Inc.,NASDAQ Capital Market,stock
NESR,National Energy Services Reunited Corp.,NASDAQ Capital Market,stock
SLDB,Solid Biosciences Inc.,NASDAQ Global Select,stock
HWC,Hancock Whitney Corporation,NASDAQ Global Select,stock
QIPT,Quipt Home Medical Corp.,NASDAQ Capital Market,stock
RCAT,Red Cat Holdings  Inc.,NASDAQ Capital Market,stock
PLRX,Pliant Therapeutics  Inc.,NASDAQ Global Select,stock
VINC,Vincerx Pharma  Inc.,NASDAQ Capital Market,stock
HCAT,Health Catalyst  Inc.,NASDAQ Global Select,stock
UPWK,Upwork Inc.,NASDAQ Global Select,stock
CGABL,The Carlyle Group Inc. 4.625% Subordinated Notes due 2061,NASDAQ Global Select,stock
TCBI,Texas Capital Bancshares  Inc.,NASDAQ Global Select,stock
RCKY,Rocky Brands  Inc.,NASDAQ Global Select,stock
PLYA,Playa Hotels & Resorts N.V.,NASDAQ Global Select,stock
ORRF,Orrstown Financial Services  Inc.,NASDAQ Capital Market,stock
HBAN,Huntington Bancshares Incorporated,NASDAQ Global Select,stock
NKLA,Nikola Corporation,NASDAQ Global Select,stock
RSSS,Research Solutions  Inc.,NASDAQ Capital Market,stock
NAOV,NanoVibronix  Inc.,NASDAQ Capital Market,stock
TEX,Terex Corporation,New York Stock Exchange,stock
ROAD,Construction Partners  Inc.,NASDAQ Global Select,stock
VRRM,Verra Mobility Corporation,NASDAQ Capital Market,stock
HOVR,New Horizon Aircraft Ltd.,NASDAQ Capital Market,stock
TBCH,Turtle Beach Corporation,NASDAQ Global Market,stock
TCOM,Trip.com Group Limited,NASDAQ Global Select,stock
LPAA,Launch One Acquisition Corp.,NASDAQ Global Market,stock
STAA,STAAR Surgical Company,NASDAQ Global Market,stock
CCEP,Coca-Cola Europacific Partners PLC,NASDAQ Global Select,stock
ITRN,Ituran Location and Control Ltd.,NASDAQ Global Select,stock
AKBA,Akebia Therapeutics  Inc.,NASDAQ Global Market,stock
SRPT,Sarepta Therapeutics  Inc.,NASDAQ Global Select,stock
FRHC,Freedom Holding Corp.,NASDAQ Capital Market,stock
ANGI,Angi Inc.,NASDAQ Global Select,stock
CHMG,Chemung Financial Corporation,NASDAQ Global Select,stock
LGMK,LogicMark  Inc.,NASDAQ Capital Market,stock
RILY,B. Riley Financial  Inc.,NASDAQ Global Market,stock
RAIL,FreightCar America  Inc.,NASDAQ Global Select,stock
DRMA,Dermata Therapeutics  Inc.,NASDAQ Capital Market,stock
AACBU,Artius II Acquisition Inc. Units,NASDAQ Global Market,stock
IREN,Iris Energy Limited,NASDAQ Global Select,stock
RIME,Algorhythm Holdings Inc.,NASDAQ Global Market,stock
VALN,Valneva SE,NASDAQ Global Select,stock
PSEC,Prospect Capital Corporation,NASDAQ Global Select,stock
KLIC,Kulicke and Soffa Industries  Inc.,NASDAQ Global Select,stock
IPDN,Professional Diversity Network  Inc.,NASDAQ Capital Market,stock
FRBA,First Bank,NASDAQ Global Market,stock
PLTR,Palantir Technologies Inc.,NASDAQ Global Select,stock
STLD,Steel Dynamics  Inc.,NASDAQ Global Select,stock
TLS,Telos Corporation,NASDAQ Global Market,stock
FXNC,First National Corporation,NASDAQ Capital Market,stock
ICLR,ICON Public Limited Company,NASDAQ Global Select,stock
SKWD,Skyward Specialty Insurance Group  Inc.,NASDAQ Global Select,stock
ALNY,Alnylam Pharmaceuticals  Inc.,NASDAQ Global Select,stock
TIVC,Tivic Health Systems  Inc.,NASDAQ Capital Market,stock
APDN,Applied DNA Sciences  Inc.,NASDAQ Capital Market,stock
ILLR,Triller Group Inc.,NASDAQ Capital Market,stock
EOSE,Eos Energy Enterprises  Inc.,NASDAQ Capital Market,stock
LSCC,Lattice Semiconductor Corporation,NASDAQ Global Select,stock
MGRM,Monogram Orthopaedics  Inc.,NASDAQ Capital Market,stock
HURA,TuHURA Biosciences  Inc.,NASDAQ Capital Market,stock
INGN,Inogen  Inc.,NASDAQ Global Select,stock
INTU,Intuit Inc.,NASDAQ Global Select,stock
IMG,CIMG Inc.,NASDAQ Global Market,stock
SKYX,SKYX Platforms Corp.,NASDAQ Capital Market,stock
SMBC,Southern Missouri Bancorp  Inc.,NASDAQ Global Market,stock
AMTX,Aemetis  Inc.,NASDAQ Global Market,stock
CDXC,ChromaDex Corporation,NASDAQ Capital Market,stock
GDHG,Golden Heaven Group Holdings Ltd.,NASDAQ Capital Market,stock
MANH,Manhattan Associates  Inc.,NASDAQ Global Select,stock
MCBS,MetroCity Bankshares  Inc.,NASDAQ Global Select,stock
SPRO,Spero Therapeutics  Inc.,NASDAQ Global Select,stock
TOWN,TowneBank,NASDAQ Global Select,stock
CBAT,CBAK Energy Technology  Inc.,NASDAQ Capital Market,stock
OZK,Bank OZK,NASDAQ Global Select,stock
CRMD,CorMedix Inc.,NASDAQ Global Market,stock
AIRE,reAlpha Tech Corp. Common Stock,NASDAQ,stock
NBN,Northeast Bank,NASDAQ Global Market,stock
PFIS,Peoples Financial Services Corp.,NASDAQ Global Select,stock
PTVE,Pactiv Evergreen Inc.,NASDAQ Global Select,stock
WOOF,Petco Health and Wellness Company  Inc.,NASDAQ Global Select,stock
VRPX,Virpax Pharmaceuticals  Inc.,NASDAQ Capital Market,stock
ALTS,ALT5 Sigma Corporation,NASDAQ Capital Market,stock
SNRE,Sunrise Communications AG,NASDAQ Global Market,stock
CZFS,Citizens Financial Services  Inc.,NASDAQ Capital Market,stock
FHB,First Hawaiian  Inc.,NASDAQ Global Select,stock
SWTX,SpringWorks Therapeutics  Inc.,NASDAQ Global Select,stock
HPH,Highest Performances Holdings Inc.,NASDAQ Global Market,stock
XCUR,Exicure  Inc.,NASDAQ Capital Market,stock
ALGS,Aligos Therapeutics  Inc.,NASDAQ Global Select,stock
PCAR,PACCAR Inc,NASDAQ Global Select,stock
EHTH,eHealth  Inc.,NASDAQ Global Select,stock
UVSP,Univest Financial Corporation,NASDAQ Global Select,stock
GTX,Garrett Motion Inc.,NASDAQ Global Select,stock
HCAI,Hauchen AI Parking Management Technology Holding Co.  Ltd.,NASDAQ Global Market,stock
CSTL,Castle Biosciences  Inc.,NASDAQ Global Market,stock
MTLS,Materialise NV,NASDAQ Global Select,stock
INLF,INLIF Limited,NASDAQ Global Market,stock
LIPO,Lipella Pharmaceuticals Inc.,NASDAQ Capital Market,stock
ALEC,Alector  Inc.,NASDAQ Global Select,stock
CDT,Conduit Pharmaceuticals Inc.,NASDAQ Global Market,stock
NTNX,Nutanix  Inc.,NASDAQ Global Select,stock
PLL,Piedmont Lithium Inc.,NASDAQ Capital Market,stock
RDFN,Redfin Corporation,NASDAQ Global Select,stock
UTF,Cohen & Steers Infrastructure Fund  Inc,New York Stock Exchange,stock
AMGN,Amgen Inc.,NASDAQ Global Select,stock
SGMT,Sagimet Biosciences Inc.,NASDAQ Global Market,stock
SWKS,Skyworks Solutions  Inc.,NASDAQ Global Select,stock
LSTR,Landstar System  Inc.,NASDAQ Global Select,stock
QMCO,Quantum Corporation,NASDAQ Global Market,stock
QUBT,Quantum Computing  Inc.,NASDAQ Capital Market,stock
SITM,SiTime Corporation,NASDAQ Global Market,stock
VANI,Vivani Medical  Inc.,NASDAQ Capital Market,stock
AIP,Arteris  Inc.,NASDAQ Global Market,stock
STKS,The ONE Group Hospitality  Inc.,NASDAQ Capital Market,stock
PLPC,Preformed Line Products Company,NASDAQ Global Select,stock
MAXN,Maxeon Solar Technologies  Ltd.,NASDAQ Global Select,stock
HTLD,Heartland Express  Inc.,NASDAQ Global Select,stock
MNTK,Montauk Renewables  Inc.,NASDAQ Capital Market,stock
USAU,U.S. Gold Corp.,NASDAQ Capital Market,stock
ASTE,Astec Industries  Inc.,NASDAQ Global Select,stock
INDB,Independent Bank Corp.,NASDAQ Global Select,stock
SFIX,Stitch Fix  Inc.,NASDAQ Global Select,stock
SRDX,Surmodics  Inc.,NASDAQ Global Select,stock
SSNC,SS&C Technologies Holdings  Inc.,NASDAQ Global Select,stock
AADI,Aadi Bioscience  Inc.,NASDAQ Capital Market,stock
FLIC,The First of Long Island Corporation,NASDAQ Capital Market,stock
ABCL,AbCellera Biologics Inc.,NASDAQ Global Select,stock
